weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_tdtr_k,station_precip_mm,station_temp
14,2003-04-02,0.2482,0.2627714,0.2065,0.2886857,89.38,24.927142857000035,23.492857143000037,34.35000000000002,19.75,44.72,93.0142857143,9.34285714286,75.0,28.353333333333335
15,2003-04-09,0.2052429,0.1842,0.1931286,0.2087857,78.59,24.932857143000035,24.208571429000017,32.75,20.75,86.23,96.27,7.02857142857,79.0,28.524999999999995
16,2003-04-16,0.2668286,0.2182286,0.1998714,0.2621429,51.14,23.597142856999994,22.840000000000032,30.850000000000023,20.05000000000001,43.85,95.9928571429,4.75714285714,49.0,28.106666666666666
17,2003-04-23,0.3234429,0.2531714,0.2852286,0.2931,77.34,24.842857143000003,23.351428571000042,33.150000000000034,20.25,56.6,92.5471428571,8.38571428571,82.9,27.966666666666665
18,2003-04-30,0.4350571,0.3769143,0.2636143,0.3348429,65.43,23.54142857100004,23.010000000000048,31.350000000000023,20.850000000000023,247.6,97.2771428571,5.08571428571,105.9,27.599999999999998
19,2003-05-07,0.1994286,0.1501,0.1834667,0.1477,138.05,23.304285714000002,22.554285714000002,32.05000000000001,19.75,59.5,96.14,7.15714285714,69.0,28.45
20,2003-05-14,0.2454286,0.1847,0.2614571,0.2688857,84.16,21.77285714300001,21.417142857000044,28.350000000000023,16.950000000000045,95.3,98.1328571429,4.77142857143,246.2,27.166666666666668
21,2003-05-21,0.1892571,0.16695,0.1843,0.1707429,23.7,22.728571429,21.885714285999995,30.950000000000045,18.450000000000045,34.56,95.8542857143,6.75714285714,145.8,27.422222222233334
22,2003-05-28,0.2411429,0.1987,0.2537286,0.2544571,166.52,24.498571429000037,22.930000000000007,32.950000000000045,20.150000000000034,113.8,92.4614285714,9.31428571429,187.9,28.366666666666664
23,2003-06-04,0.2369571,0.1213143,0.1923143,0.2074,70.25,23.441428571000017,22.977142857000047,30.75,21.05000000000001,40.7,97.6171428571,5.51428571429,72.1,27.666666666666668
24,2003-06-11,0.3135857,0.3539833,0.2658571,0.2809143,98.72,23.687142857000026,22.967142857,30.25,19.650000000000034,61.8,96.2228571429,7.07142857143,107.0,27.5
25,2003-06-18,0.3237,0.2755,0.3547571,0.2723143,47.15,22.85857142900005,20.82857142900002,31.75,17.850000000000023,5.56,90.0485714286,8.91428571429,40.4,27.608333333333334
26,2003-06-25,0.1882571,0.2322667,0.1737714,0.1928,88.88,22.237142857000038,21.392857143000015,30.55000000000001,18.650000000000034,38.1,95.5757142857,6.54285714286,93.5,27.183333333333337
27,2003-07-02,0.2618143,0.1715857,0.3099429,0.2584286,61.09,21.978571429,20.887142857000015,32.35000000000002,18.55000000000001,42.5,94.1271428571,6.5,79.3,27.122222222233333
28,2003-07-09,0.1802714,0.1629714,0.1541286,0.1611,53.58,23.79285714300005,21.004285714000048,34.150000000000034,18.25,13.55,86.6557142857,10.1,1.5,26.99166666666667
29,2003-07-16,0.1935714,0.16885,0.1590857,0.2314714,65.2,23.640000000000043,20.492857143000037,33.450000000000045,14.150000000000034,27.06,85.6114285714,12.0,23.8,26.155555555566668
30,2003-07-23,0.2858143,0.1630714,0.2880286,0.2774571,2.64,23.33571428600004,18.700000000000045,32.25,16.05000000000001,6.39,77.8042857143,11.4285714286,9.9,25.522222222233335
31,2003-07-30,0.2077857,0.1562143,0.1743286,0.2188143,24.64,23.672857143000044,20.03428571400002,33.75,18.05000000000001,12.0,82.27,10.3142857143,69.1,26.974999999999998
32,2003-08-06,0.2443714,0.1746429,0.2174143,0.2323,89.28,24.50857142900003,19.895714286000043,35.05000000000001,17.650000000000034,6.5,77.8614285714,12.6428571429,117.0,27.783333333333335
33,2003-08-13,0.2471143,0.1711143,0.2337429,0.2638,52.47,24.188571429000035,20.968571429000008,33.85000000000002,18.150000000000034,21.0,83.9271428571,10.6571428571,79.0,27.833333333333332
34,2003-08-20,0.4252429,0.3624833,0.3566143,0.3855286,45.38,24.215714286000036,20.361428571000033,34.950000000000045,18.850000000000023,35.1,81.9428571429,10.0571428571,18.3,27.25
35,2003-08-27,0.2495857,0.2122,0.2508143,0.2652143,29.51,24.725714286000027,21.782857143,33.450000000000045,18.05000000000001,18.03,85.7257142857,10.8857142857,95.7,27.933333333333334
36,2003-09-03,0.3417,0.2863143,0.2101857,0.2659857,8.84,24.231428571000038,17.82000000000005,36.35000000000002,15.950000000000045,33.5,70.9285714286,12.7714285714,0.8,26.349999999999998
37,2003-09-10,0.2232286,0.2028714,0.1952571,0.2701857,36.42,25.681428571000026,20.777142857,37.05000000000001,18.850000000000023,6.0,76.5328571429,12.6714285714,53.1,27.7111111111
38,2003-09-17,0.3644857,0.2609857,0.3164571,0.3851571,55.73,23.79857142900005,20.53428571400002,37.450000000000045,15.050000000000011,115.2,85.03,10.7571428571,92.3,26.63333333333333
39,2003-09-24,0.4011857,0.3545167,0.3276714,0.3920429,100.55,24.994285714,22.587142857000003,34.75,19.850000000000023,53.36,88.1171428571,9.47142857143,27.2,28.177777777766668
40,2003-10-01,0.2535,0.2371143,0.2290286,0.2321714,74.6,26.207142857000008,22.678571429000044,37.450000000000045,19.75,253.3,83.6828571429,11.6,34.5,28.625
41,2003-10-08,0.1760286,0.1963833,0.2257571,0.2349286,38.3,24.765714286000048,23.162857142999997,35.85000000000002,19.350000000000023,42.5,92.1657142857,11.2,138.2,28.400000000000002
42,2003-10-15,0.2758286,0.2288429,0.2752,0.2871143,44.16,25.01285714300002,23.05142857100003,32.450000000000045,20.650000000000034,34.6,90.3428571429,8.52857142857,36.0,28.53333333333333
43,2003-10-22,0.4750143,0.3795,0.4249429,0.4324429,39.52,25.80714285700003,23.07428571400004,38.05000000000001,21.450000000000045,41.2,87.37,9.95714285714,32.1,27.724999999999998
44,2003-10-29,0.1345143,0.1314714,0.1153571,0.1212714,32.47,26.891428571000006,22.145714286000043,36.950000000000045,19.150000000000034,6.1,77.7842857143,12.0857142857,56.4,29.011111111099996
45,2003-11-05,0.3946571,0.3269571,0.3912143,0.4190429,105.14,24.985714286000018,22.590000000000032,37.650000000000034,19.150000000000034,85.3,88.48,9.42857142857,139.7,27.833333333333332
46,2003-11-12,0.3176857,0.3246,0.2498,0.3244714,31.08,25.217142857,22.49571428600001,35.25,17.75,36.4,86.7557142857,10.6285714286,79.0,28.266666666666666
47,2003-11-19,0.2636429,0.2816571,0.2466667,0.3012571,123.63,25.53142857100005,23.57571428600005,33.85000000000002,21.650000000000034,40.8,90.8828571429,9.04285714286,284.4,28.766666666666666
48,2003-11-26,0.2749,0.2452,0.3094571,0.2953286,81.27,26.07285714300002,23.379999999999995,35.35000000000002,21.150000000000034,51.4,86.9957142857,9.07142857143,26.2,28.333333333333332
49,2003-12-03,0.4003429,0.3180571,0.3287714,0.3696429,72.23,25.165714286000025,22.985714286000018,36.25,20.350000000000023,77.83,89.2071428571,9.7,138.0,28.622222222233333
50,2003-12-10,0.3586286,0.24435,0.3519,0.3588,108.62,25.53571428600003,24.188571429000035,33.25,21.650000000000034,178.89,93.2314285714,8.27142857143,47.4,28.366666666666664
51,2003-12-17,0.1926667,0.2244,0.1361143,0.1363143,64.95,25.01857142900002,23.701428571000008,35.35000000000002,20.950000000000045,65.04,93.9171428571,8.34285714286,66.8,28.399999999999995
52,2003-12-24,0.2850778,0.2306556,0.2676444,0.2647778,49.42,23.147142857000006,22.532857143,29.450000000000045,21.150000000000034,82.68,96.9371428571,4.18571428571,185.7,27.566666666666666
1,2004-01-01,0.2025714,0.1989667,0.2445571,0.1879571,,,,,,,,,,27.788888888883335
2,2004-01-08,0.24942,0.30885,0.2086286,0.2590143,78.53,24.28714285700005,23.487142857000038,30.850000000000023,21.75,55.3,95.7942857143,6.2,137.2,28.011111111099996
3,2004-01-15,0.32786,0.29844,0.30672,0.34024,63.47,24.60285714300005,23.870000000000005,33.05000000000001,21.350000000000023,62.5,96.1285714286,6.82857142857,68.1,28.633333333333336
4,2004-01-22,0.3205857,0.3365286,0.2566,0.3441143,29.23,26.470000000000027,22.74000000000001,35.150000000000034,20.450000000000045,19.4,82.4671428571,11.2285714286,20.1,28.377777777766667
5,2004-01-29,0.2330143,0.2351857,0.1964857,0.2055429,4.65,27.75,19.682857143000035,36.55000000000001,20.05000000000001,1.6,65.2842857143,13.6428571429,0.0,28.941666666666666
6,2004-02-05,0.1235429,0.0993,0.1128571,0.1172,13.2,26.75285714300003,20.838571429000012,36.650000000000034,20.05000000000001,9.0,72.9271428571,14.0857142857,24.1,28.73333333333333
7,2004-02-12,0.2787429,0.2987571,0.3127143,0.3048286,24.83,25.120000000000005,22.49000000000001,34.05000000000001,21.650000000000034,33.46,86.7657142857,8.5,13.4,28.00833333333333
8,2004-02-19,0.2366286,0.1670429,0.1970286,0.2225143,39.06,24.931428571000026,22.492857143000037,36.950000000000045,19.450000000000045,34.5,87.7185714286,9.72857142857,8.6,28.03333333333333
9,2004-02-26,0.3190571,0.3352333,0.2176286,0.3000286,125.04,24.732857143000047,23.198571429000026,34.85000000000002,21.150000000000034,83.27,93.0128571429,7.81428571429,18.9,27.488888888900004
10,2004-03-04,0.2094714,0.2086571,0.1715,0.1935714,52.08,24.831428571000004,23.30571428600001,34.950000000000045,20.05000000000001,49.36,92.5614285714,9.08571428571,79.0,28.400000000000002
11,2004-03-11,0.3076833,0.2140167,0.33865,0.3110429,80.33,23.627142857000024,22.918571428999996,31.25,20.350000000000023,76.75,96.2885714286,5.24285714286,24.1,28.0
12,2004-03-18,0.3859857,0.4247833,0.3514143,0.3465286,137.83,24.737142857000038,23.471428571000047,32.35000000000002,19.75,75.16,93.6285714286,9.78571428571,187.2,28.099999999999998
13,2004-03-25,0.3062833,0.19872,0.02988,0.29015,120.1,24.162857142999997,23.457142857000008,30.350000000000023,20.850000000000023,76.2,96.2385714286,5.71428571429,142.6,28.75
14,2004-04-01,0.136,0.138,0.1862333,0.1294333,101.22,24.05285714300004,23.665714286000025,30.75,20.650000000000034,88.9,97.9414285714,5.21428571429,2.0,28.22222222223333
15,2004-04-08,0.3592143,0.3348429,0.2791571,0.3612714,47.26,24.662857142999997,24.02571428600004,32.450000000000045,21.05000000000001,135.4,96.4985714286,6.27142857143,4.0,27.683333333333334
16,2004-04-15,0.2441857,0.1958286,0.1747,0.1882286,61.8,25.06714285700002,23.487142857000038,35.25,19.75,54.89,92.32,8.98571428571,36.9,27.77777777776667
17,2004-04-22,0.3742857,0.3308,0.2340333,0.2549429,113.62,24.629999999999995,23.621428571000024,30.850000000000023,20.75,90.3,94.7885714286,6.0,39.6,28.333333333333332
18,2004-04-29,0.27884,0.1637667,0.1911833,0.3266286,65.82,23.977142857000047,23.55857142900004,30.350000000000023,20.450000000000045,133.17,97.8085714286,5.02857142857,148.5,27.677777777766664
19,2004-05-06,0.1575667,0.1215429,0.1904143,0.1225333,83.93,24.648571429000015,23.685714286000007,32.75,19.950000000000045,56.52,95.1157142857,8.71428571429,97.0,27.511111111099996
20,2004-05-13,0.1716667,0.1522333,0.1598333,0.1769,34.81,23.26428571400004,22.120000000000005,30.25,19.450000000000045,45.5,93.8971428571,5.77142857143,91.8,26.599999999999998
21,2004-05-20,0.2254667,0.18515,0.1942,0.2483167,173.45,24.452857143000017,22.670000000000016,35.05000000000001,18.850000000000023,83.0,91.6271428571,9.1,296.9,27.78333333333333
22,2004-05-27,0.1903143,0.07784286,0.1931714,0.1023286,35.43,24.155714286000034,22.80857142900004,33.25,18.55000000000001,42.6,93.5757142857,9.62857142857,28.2,26.958333333333332
23,2004-06-03,0.1073,0.1170667,0.1967857,0.1106143,88.62,23.617142857000033,22.54714285700004,30.950000000000045,19.650000000000034,36.63,94.6928571429,8.18571428571,203.0,26.7
24,2004-06-10,0.2378429,0.2350833,0.1669571,0.2119714,85.28,22.424285714000007,21.840000000000032,26.850000000000023,19.850000000000023,51.89,96.8757142857,5.04285714286,87.9,26.566666666666663
25,2004-06-17,0.3329571,0.191,0.2340429,0.3255143,94.52,23.054285714000002,21.55571428600001,32.85000000000002,18.950000000000045,24.5,92.3714285714,7.78571428571,43.2,26.899999999999995
26,2004-06-24,0.2392333,0.1535429,0.1328286,0.1970429,32.95,22.48428571400001,20.710000000000036,31.05000000000001,16.650000000000034,25.9,90.4471428571,8.4,98.5,25.258333333333336
27,2004-07-01,0.2572143,0.3249286,0.1978,0.1967571,46.39,23.00142857100002,21.891428571000006,31.25,18.650000000000034,50.7,94.6685714286,8.45714285714,170.1,25.96666666666667
28,2004-07-08,0.3175571,0.3013857,0.2793714,0.3355429,83.94,23.467142857,21.664285714000016,31.950000000000045,18.650000000000034,18.67,90.9057142857,9.48571428571,43.2,26.78333333333333
29,2004-07-15,0.2328286,0.2737667,0.2338,0.1532429,48.09,24.351428571000042,21.208571429000017,33.75,18.25,24.76,85.1585714286,11.2142857143,31.0,26.8
30,2004-07-22,0.2679429,0.2995,0.2177,0.2849857,53.78,23.662857142999997,21.847142856999994,31.25,18.650000000000034,25.42,90.9285714286,10.2,103.1,26.76666666666667
31,2004-07-29,0.2089,0.1555,0.2203,0.2542571,85.96,22.867142857000033,21.321428571000013,32.950000000000045,18.55000000000001,27.62,92.5271428571,8.84285714286,6.0,26.24444444444444
32,2004-08-05,0.2489,0.2659571,0.2185286,0.2375571,29.82,24.367142857000033,19.994285714,34.25,17.850000000000023,3.9,79.7185714286,12.1571428571,55.1,26.288888888888888
33,2004-08-12,0.1910714,0.227,0.1685286,0.2957,18.44,23.379999999999995,19.07285714300002,34.05000000000001,14.950000000000045,4.1,79.2357142857,12.1857142857,0.5,26.0
34,2004-08-19,0.3931286,0.3286429,0.2767714,0.3885143,23.78,24.670000000000016,20.271428571,35.150000000000034,17.05000000000001,7.9,78.4814285714,14.2857142857,0.5,26.86111111111111
35,2004-08-26,0.3113,0.2609286,0.2330143,0.2997857,42.86,24.992857143000037,21.417142857000044,36.950000000000045,17.950000000000045,23.2,83.1728571429,12.5285714286,0.0,26.722222222222218
36,2004-09-02,0.3343571,0.3720286,0.3420143,0.2845857,147.32,24.621428571000024,21.838571429000012,34.650000000000034,18.55000000000001,41.89,86.54,11.1285714286,195.1,26.666666666666668
37,2004-09-09,0.1302667,0.15128,0.1108143,0.1174857,46.58,25.30714285700003,22.965714286000036,35.05000000000001,21.55000000000001,35.7,88.7428571429,10.2857142857,23.2,28.23333333333333
38,2004-09-16,0.2680714,0.2102286,0.2273429,0.32515,36.64,24.571428571000013,22.730000000000018,35.75,20.150000000000034,59.5,91.2,8.92857142857,87.3,26.855555555566667
39,2004-09-23,0.3915333,0.3207286,0.1595857,0.3325286,48.68,25.478571429,21.232857143000047,36.650000000000034,19.25,6.9,79.5571428571,13.2,20.1,27.166666666666668
40,2004-09-30,0.2754571,0.2193,0.2612571,0.3283857,85.69,26.02000000000004,22.965714286000036,37.450000000000045,20.650000000000034,70.02,84.8071428571,11.6571428571,40.1,28.650000000000002
41,2004-10-07,0.2614714,0.1862429,0.3057286,0.2577429,52.27,24.418571428999996,22.164285714000016,32.35000000000002,19.55000000000001,39.9,88.8257142857,8.82857142857,27.9,26.858333333333334
42,2004-10-14,0.3523286,0.2841714,0.3764143,0.3553429,65.25,24.907142856999997,23.717142857,34.05000000000001,20.150000000000034,51.6,94.16,8.35714285714,120.6,28.149999999999995
43,2004-10-21,0.2538429,0.1996667,0.3036857,0.2235571,35.61,26.27857142900001,23.145714286000043,36.450000000000045,19.650000000000034,23.1,85.0657142857,13.1571428571,13.0,28.566666666666663
44,2004-10-28,0.2953286,0.2312286,0.2604,0.3197714,74.01,25.29142857100004,22.75714285700002,39.150000000000034,19.05000000000001,48.5,87.87,12.3142857143,89.9,28.166666666666668
45,2004-11-04,0.4148857,0.3245571,0.2727429,0.3656714,91.63,26.354285714000014,23.02857142900001,36.05000000000001,21.150000000000034,67.0,84.8271428571,10.6571428571,101.4,28.349999999999998
46,2004-11-11,0.3466857,0.3154143,0.2708571,0.3742,74.68,24.01857142900002,23.334285714000032,31.05000000000001,19.25,53.9,96.3542857143,5.92857142857,184.2,27.76666666666667
47,2004-11-18,0.2278714,0.1945,0.1909143,0.2095571,74.08,26.26857142900002,22.947142857000017,36.150000000000034,20.450000000000045,26.8,84.6114285714,11.6428571429,107.4,28.849999999999998
48,2004-11-25,0.2153167,0.1672857,0.2026286,0.2191286,71.98,24.80857142900004,23.870000000000005,32.950000000000045,20.450000000000045,56.8,95.2514285714,7.91428571429,77.0,28.633333333333336
49,2004-12-02,0.2019429,0.1593667,0.1590429,0.2410857,53.01,26.027142857,23.29000000000002,36.35000000000002,20.150000000000034,36.83,87.13,10.9571428571,64.0,28.133333333333336
50,2004-12-09,0.3234286,0.3095143,0.2758286,0.3359,70.04,24.637142857000015,23.424285714000007,32.650000000000034,21.350000000000023,91.0,93.9385714286,6.5,9.9,28.229166666666668
51,2004-12-16,0.2611429,0.2033143,0.2437429,0.2363571,49.56,25.55142857100003,23.235714286000018,35.35000000000002,20.650000000000034,38.0,88.78,10.2142857143,128.3,28.325
52,2004-12-23,0.3648625,0.3266,0.4031125,0.3162,109.83,25.254285714000048,23.972857143,33.150000000000034,21.650000000000034,29.79,93.2528571429,8.22857142857,100.8,27.899999999999995
53,2005-01-01,,,,,,,,,,,,,,28.066666666666666
1,2005-01-08,0.3148429,0.1866286,0.3033,0.2704,70.6,25.01285714300002,23.56285714300003,34.75,20.350000000000023,61.61,93.0057142857,9.75714285714,74.9,28.233333333333334
2,2005-01-15,0.3044143,0.3612571,0.3126,0.3156286,93.73,24.51285714300002,23.577142857000013,34.450000000000045,18.450000000000045,96.21,95.53,7.22857142857,232.1,28.366666666666664
3,2005-01-22,0.3459333,0.3118,0.291,0.3379714,60.52,26.918571428999996,23.430000000000007,35.55000000000001,21.850000000000023,26.7,83.3,11.3571428571,194.0,28.955555555566665
4,2005-01-29,0.3643667,0.2779143,0.2925571,0.2806857,25.67,26.498571429000037,23.78142857100005,34.950000000000045,21.75,42.24,87.3128571429,9.98571428571,0.0,28.6888888889
5,2005-02-05,0.1582286,0.16725,0.1518143,0.1266,88.96,25.911428571000044,23.75714285700002,35.25,22.150000000000034,47.3,89.4271428571,9.34285714286,3.8,28.708333333333332
6,2005-02-12,0.2151857,0.1728143,0.2623,0.2283571,52.61,23.60285714300005,22.84571428600003,31.25,21.05000000000001,56.8,95.9771428571,5.18571428571,70.4,27.22222222223333
7,2005-02-19,0.1995,0.2024571,0.2189,0.1806857,125.35,24.877142857000024,24.071428571000013,31.450000000000045,21.350000000000023,189.06,95.7485714286,6.98571428571,350.9,27.366666666666664
8,2005-02-26,0.2011,0.2081429,0.2812143,0.2109,46.98,25.145714286000043,23.392857143000015,33.35000000000002,21.25,39.6,91.5771428571,7.85714285714,84.1,28.75
9,2005-03-05,0.2937167,0.2696167,0.2308,0.2771,54.22,25.00857142900003,23.895714286000043,32.75,21.25,44.51,94.4014285714,8.01428571429,19.0,28.455555555566665
10,2005-03-12,0.1558429,0.1370833,0.2418714,0.1464286,155.54,24.80714285700003,24.378571429000033,31.75,22.450000000000045,201.4,97.6871428571,4.82857142857,8.6,28.333333333333332
11,2005-03-19,0.2515167,0.1817667,0.1545286,0.2099571,162.51,24.164285714000016,22.700000000000045,31.350000000000023,18.75,21.7,92.2671428571,7.81428571429,146.1,28.333333333333332
12,2005-03-26,0.2150714,0.2127,0.1209286,0.2354286,99.37,25.220000000000027,23.101428571000042,33.450000000000045,21.55000000000001,32.8,89.82,9.34285714286,108.8,27.873333333333335
13,2005-04-02,0.3816857,0.3683143,0.3837714,0.3666571,55.12,24.220000000000027,22.938571429000035,35.450000000000045,19.850000000000023,67.5,93.8014285714,7.62857142857,73.9,27.78333333333333
14,2005-04-09,0.3091143,0.2173571,0.3001,0.2446571,87.41,24.55857142900004,23.08571428600004,33.35000000000002,19.25,68.0,92.4171428571,8.45714285714,71.1,27.833333333333332
15,2005-04-16,0.1869333,0.1447571,0.1957429,0.1824286,40.03,24.55142857100003,24.05285714300004,30.850000000000023,21.850000000000023,90.2,97.3228571429,6.41428571429,3.6,27.683333333333334
16,2005-04-23,0.2082833,0.1649167,0.2776667,0.1962667,37.6,24.28714285700005,23.81142857100002,33.25,20.850000000000023,178.2,97.3814285714,5.35714285714,105.6,28.516666666666666
17,2005-04-30,0.2141,0.2315333,0.1616857,0.2017714,78.8,24.777142857,24.25285714300003,30.75,20.950000000000045,54.9,97.1628571429,6.64285714286,14.5,28.7
18,2005-05-07,0.1465333,0.1345833,0.1343143,0.1880571,33.29,24.180000000000007,23.425714286000016,31.650000000000034,20.150000000000034,64.1,95.9371428571,6.1,13.0,26.766666666666666
19,2005-05-14,0.2484333,0.2341,0.2020667,0.1930667,49.07,25.53428571400002,23.191428571000017,33.55000000000001,20.450000000000045,54.89,88.2942857143,9.27142857143,28.0,27.833333333333332
20,2005-05-21,0.2700857,0.1737571,0.2104571,0.2297429,56.22,24.382857143000024,23.202857143000017,31.75,20.450000000000045,49.1,93.9185714286,7.54285714286,95.9,28.150000000000002
21,2005-05-28,0.3118143,0.3585429,0.2806571,0.2474571,43.14,25.855714286000023,22.654285714000025,34.950000000000045,20.850000000000023,21.1,84.6585714286,10.9428571429,37.9,27.8
22,2005-06-04,0.3782857,0.3693714,0.3631857,0.3612429,61.75,25.28428571400002,22.52857142900001,34.150000000000034,19.55000000000001,34.92,86.7014285714,10.0142857143,78.9,27.349999999999998
23,2005-06-11,0.1395143,0.1401,0.14235,0.1185429,40.44,24.154285714000025,23.077142857000013,30.75,20.55000000000001,51.0,94.5928571429,7.17142857143,19.5,27.166666666666668
24,2005-06-18,0.2890857,0.2256429,0.2247143,0.2651286,104.83,24.227142857000047,22.170000000000016,31.650000000000034,20.25,29.01,89.1942857143,8.52857142857,73.7,27.655555555566664
25,2005-06-25,0.2915571,0.2460714,0.3518571,0.2604571,50.88,24.707142857000008,21.494285714,34.55000000000001,18.75,11.0,84.4671428571,10.4857142857,89.2,27.516666666666666
26,2005-07-02,0.2747143,0.1780143,0.2843143,0.2271714,23.6,23.670000000000016,21.25857142900003,34.25,19.25,26.6,88.3871428571,10.7285714286,92.0,27.1111111111
27,2005-07-09,0.2008,0.2010667,0.1622667,0.2214,43.24,24.715714286000036,21.378571429000033,35.150000000000034,17.25,23.91,84.6928571429,11.1,40.9,27.96666666666667
28,2005-07-16,0.3869286,0.3350571,0.3298429,0.4413429,109.71,23.838571429000012,19.08000000000004,35.05000000000001,15.150000000000034,8.7,77.3728571429,11.8142857143,167.1,26.53333333333333
29,2005-07-23,0.1680286,0.1343286,0.1865571,0.1472571,27.33,24.644285714000034,19.30571428600001,34.55000000000001,14.350000000000023,8.9,75.6971428571,13.5142857143,0.0,26.183333333333334
30,2005-07-30,0.3474857,0.2537,0.2769571,0.3653143,42.32,23.748571429000037,20.600000000000023,33.150000000000034,16.950000000000045,15.3,84.2385714286,10.0857142857,71.1,24.066666666666663
31,2005-08-06,0.3286857,0.3132571,0.2262143,0.2740143,0.0,25.071428571000013,19.885714285999995,35.05000000000001,19.450000000000045,8.64,75.5714285714,11.4857142857,0.0,25.916666666666668
32,2005-08-13,0.2826429,0.2270286,0.2825571,0.239,38.17,25.77571428600004,20.49000000000001,36.55000000000001,20.350000000000023,1.99,74.8557142857,12.1857142857,36.6,26.875
33,2005-08-20,0.2669857,0.2939286,0.336,0.2924857,17.85,26.455714286000045,18.628571429000033,37.35000000000002,17.55000000000001,6.0,64.6585714286,14.2,69.6,25.879166666666666
34,2005-08-27,0.3288,0.2715571,0.2723,0.3005,69.62,25.27857142900001,21.79571428600002,35.85000000000002,19.75,15.82,83.8542857143,10.8142857143,127.0,27.683333333333334
35,2005-09-03,0.4568333,0.3595833,0.35945,0.3801167,12.81,25.03428571400002,20.76857142900002,35.450000000000045,19.25,11.0,79.6471428571,10.9428571429,37.0,27.8
36,2005-09-10,0.3354286,0.2007143,0.3228857,0.3091429,36.98,26.908571429000006,20.855714286000023,36.150000000000034,20.25,4.2,71.9714285714,13.7142857143,44.0,27.71851851852222
37,2005-09-17,0.2394286,0.2148714,0.2390429,0.2276,18.66,25.730000000000018,22.50857142900003,34.150000000000034,19.75,35.3,83.73,9.92857142857,1.3,26.687037037044444
38,2005-09-24,0.1845667,0.1952571,0.1543857,0.2124833,2.56,25.348571429000003,20.405714286000034,35.950000000000045,19.25,13.7,76.5957142857,11.7857142857,38.1,25.655555555566668
39,2005-10-01,0.4054167,0.4287714,0.3706,0.4210857,29.8,28.02571428600004,20.60285714300005,40.85000000000002,21.650000000000034,4.2,67.2128571429,14.8285714286,,28.816666666666666
40,2005-10-08,0.3321571,0.3463667,0.2586143,0.3210429,54.7,25.960000000000036,20.74714285700003,39.55000000000001,18.950000000000045,4.6,74.9528571429,12.3571428571,80.8,28.7
41,2005-10-15,0.3734286,0.2774833,0.3742286,0.3522714,60.0,26.365714286000014,21.235714286000018,40.05000000000001,20.05000000000001,22.2,75.5085714286,11.6857142857,233.2,29.266666666666666
42,2005-10-22,0.3072571,0.2782143,0.3548286,0.2869571,73.97,26.428571429000044,22.618571429000042,37.35000000000002,18.75,35.08,81.6914285714,12.2428571429,64.0,29.099999999999998
43,2005-10-29,0.3635571,0.3000429,0.2898286,0.3261429,100.06,24.915714286000025,22.652857143000006,34.25,20.850000000000023,59.7,89.1428571429,8.64285714286,235.2,27.966666666666665
44,2005-11-05,0.1875714,0.2133714,0.1718571,0.1789571,59.15,26.30857142900004,23.655714286000034,35.450000000000045,21.75,49.85,87.2314285714,10.7857142857,102.1,28.111111111099998
45,2005-11-12,0.3938,0.2986286,0.4019857,0.4103714,75.36,25.450000000000045,23.210000000000036,36.25,19.75,143.8,89.31,9.7,8.9,28.27222222221667
46,2005-11-19,0.4424286,0.3481714,0.3430714,0.4731429,49.87,25.160000000000025,23.74571428600001,34.05000000000001,21.850000000000023,45.0,93.1771428571,8.55714285714,139.5,27.866666666666664
47,2005-11-26,0.2825714,0.2206,0.2882143,0.2400857,72.34,26.26285714300002,24.244285714,35.950000000000045,22.05000000000001,63.53,90.3485714286,8.91428571429,5.1,28.433333333333334
48,2005-12-03,0.3178143,0.3027,0.3369429,0.4171286,78.52,26.27000000000004,23.462857143000008,34.450000000000045,20.950000000000045,34.95,86.4085714286,9.72857142857,77.9,28.0888888889
49,2005-12-10,0.3585857,0.2194857,0.2579143,0.2992714,60.5,26.06714285700002,23.50714285700002,35.25,22.25,71.8,87.7214285714,9.1,54.1,28.133333333333336
50,2005-12-17,0.1984429,0.1941,0.1930143,0.247,46.91,25.424285714000007,24.03714285700005,33.85000000000002,22.25,46.9,92.9571428571,8.2,6.0,28.133333333333336
51,2005-12-24,0.180575,0.1413333,0.2552833,0.1383714,151.0,24.871428571000024,24.04142857100004,31.25,22.350000000000023,113.36,95.6742857143,6.48571428571,81.1,28.26666666666667
52,2006-01-01,0.3546,0.21995,0.3225167,0.2563333,114.58,25.03142857100005,23.78571428600003,33.35000000000002,21.75,210.5,93.8214285714,7.38571428571,273.5,27.51666666666667
1,2006-01-08,0.1995143,0.2393429,0.2276571,0.2155,38.78,25.682857143000035,19.728571429,34.650000000000034,19.25,15.2,73.1614285714,12.3142857143,70.1,27.271666666666665
2,2006-01-15,0.2284,0.2020714,0.19475,0.23035,138.46,25.57857142900002,23.221428571000047,34.55000000000001,20.350000000000023,47.6,88.3357142857,9.88571428571,60.1,27.893333333333334
3,2006-01-22,0.1743,0.1336429,0.1117571,0.1944286,88.85,25.310000000000002,23.171428571000035,34.150000000000034,21.850000000000023,52.2,89.9557142857,9.14285714286,54.8,27.613333333333333
